gene	log2FoldChange	pvalue
DLGAP4	0.126910932	0.651895237
GNPAT	0.12686916	0.52130728
TOM1	0.126602701	0.815332636
STX6	0.126537575	0.514545276
CAPN1	0.126533444	0.491516456
8-Sep	0.126499699	0.293002233
PICALM	0.126061618	0.59323827
ERGIC2	0.126030146	0.599919762
LARP1	0.125950962	0.598400979
RALY	0.125722515	0.563700482
SUN2	0.125604736	0.602574649
PPFIBP1	0.125575128	0.523027046
NPEPPS	0.125519774	0.523702012
IGBP1	0.125465755	0.574703676
EIF2D	0.125364832	0.347473141
HIST1H1B	0.12505336	0.745193087
SCAMP2	0.124776774	0.264031946
PIK3R4	0.124763244	0.459953791
ARPIN	0.124686383	0.59863609
PCBP2	0.124655916	0.563920745
MCTS1	0.124373409	0.60126571
FGD4	0.12396105	0.661518006
NDUFB10	0.123646575	0.651699255
GSS	0.123455315	0.699265223
RPS23	0.123250025	0.318893069
CDV3	0.123049047	0.61390023
TSTA3	0.122979942	0.657479375
PSMD7	0.122898805	0.396985726
UBQLN2	0.122823411	0.609623315
CHMP4B	0.122696378	0.569232661
TMEM189	0.122631299	0.976508969
VCP	0.122626478	0.482984345
PPP1CA	0.122602518	0.287903054
ZMIZ1	0.122420551	0.719195285
MPHOSPH6	0.122332956	0.967473026
UCHL5	0.122230024	0.597817851
VPS29	0.121939466	0.584065502
COG5	0.121790003	0.734754008
TRIM28	0.121499819	0.32038208
UBE2I	0.121443873	0.465860613
SNRPA1	0.121409295	0.366371795
DTD1	0.121282058	0.589295007
TSEN15	0.120971764	0.787464107
CSNK2B	0.120605452	0.479689174
MRPL15	0.120406298	0.303073199
ILF2	0.120057222	0.590914263
GNA13	0.119803558	0.311750245
LSG1	0.119494891	0.599698421
ZC3H14	0.119289703	0.495210115
NAV1	0.119151563	0.408350957
MRPL53	0.118947143	0.773760824
CLCC1	0.118839894	0.341737818
SYNPO	0.118819538	0.58406294
GPHN	0.118298862	0.969617842
GLIPR1	0.117968801	0.612277643
ARFIP1	0.117949334	0.358410795
SUZ12	0.117891618	0.739222432
C15orf52	0.117880867	0.536926026
STAM	0.117781388	0.598207004
FAF2	0.117742746	0.364940895
PSMA2	0.11770202	0.471386335
SLAIN2	0.117684003	0.629973535
ATP6V0D1	0.117542278	0.279838941
LTA4H	0.117455053	0.526426302
ZFYVE16	0.117248338	0.761813121
BTF3L4	0.117143952	0.683848207
5-Mar	0.117037832	0.425328332
GPX1	0.116834513	0.680847734
HSPB1	0.116766649	0.677919317
SCFD1	0.116694256	0.622474645
HDAC2	0.116674177	0.69475403
EIF2B1	0.11660912	0.313679174
PALMD	0.116406479	0.912906737
SRP14	0.116280832	0.384679157
RIOK3	0.116222685	0.80702106
AMDHD2	0.115931579	0.690081641
USO1	0.115902147	0.641511922
NUMB	0.115336983	0.577557594
EXOC2	0.11527594	0.6878821
RETSAT	0.114977135	0.565628899
VBP1	0.11485824	0.722216063
PSMC2	0.114053123	0.497392842
ACP1	0.114037884	0.527923175
CUL1	0.11393915	0.593872919
TMEM33	0.113622432	0.616795177
APRT	0.11351562	0.64991036
RUNX1	0.112971436	0.978358932
SPTBN4	0.112718483	0.700330129
PQBP1	0.112449836	0.348449655
GTF2A1	0.112296265	0.731049694
ACP2	0.112225739	0.592559936
STT3B	0.112134687	0.308228343
TRIM25	0.11205589	0.554171419
COPB2	0.111982934	0.419661588
GBE1	0.111850962	0.69975773
EMD	0.111829793	0.556517189
DNASE2	0.111560876	0.730908774
HLA-A	0.111252425	0.669142387
PLRG1	0.111232461	0.603531889
RRAS2	0.111223891	0.78548757
UBE2R2	0.110993424	0.727857886
NCKAP1	0.110872245	0.558464835
HNRNPD	0.110738839	0.425705225
NUDT1	0.110470519	0.672594845
ATP6AP1	0.109825296	0.706417382
CDKN2AIP	0.109772362	0.817169745
FRMD4A	0.10956758	0.747916386
PYCR1	0.109281068	0.459005526
UBE2L6	0.109205553	0.855162562
COL4A3BP	0.108934088	0.621749717
CSK	0.108801607	0.317543637
CKAP4	0.108554223	0.648913502
CCT7	0.108518091	0.272589857
FKBP7	0.108249741	0.302905317
HSPBP1	0.108114479	0.59985768
SPG11	0.107582834	0.629013758
TIPRL	0.10751697	0.255793335
NRP1	0.106887994	0.610377379
ERGIC1	0.106745463	0.551125243
SLC4A2	0.106643721	0.599694771
COPA	0.106521351	0.470812709
UBE2Z	0.106356648	0.596206948
UQCRQ	0.106246823	0.462884404
S100A16	0.105975801	0.672504108
ERLIN1	0.105798588	0.669295035
RNMTL1	0.105673341	0.488479564
ALDOC	0.105521124	0.377838541
DCAKD	0.105415673	0.786702655
HADHB	0.105392017	0.3089301
TROVE2	0.10538542	0.618726243
MPDU1	0.105317656	0.494323826
AP1B1	0.105294244	0.692474929
PGP	0.105158789	0.626724179
DLD	0.104705444	0.594483782
CLIC1	0.104695277	0.454917781
IPO11	0.104558656	0.787595928
RTTN	0.104077713	0.733572437
COMMD3	0.104030967	0.681433646
AARS	0.103867732	0.483283692
AGFG1	0.103803605	0.469074989
POLR3A	0.103501579	0.424173685
EEA1	0.103303453	0.654253007
TMBIM6	0.103201566	0.752221165
NDUFS1	0.103089557	0.268833375
PRMT9	0.102921972	0.810037459
PSMG2	0.102794917	0.847543475
MBOAT2	0.102720656	0.826364903
NRD1	0.102525318	0.503857444
PLOD2	0.102495058	0.797742496
MEST	0.102457786	0.649205644
TRAM2	0.101911333	0.803182365
UCK2	0.101855066	0.742256934
RCN1	0.101425703	0.622559264
B4GALT3	0.101278642	0.762870043
TMEM214	0.101169594	0.634926018
LRRFIP1	0.10116923	0.606409539
UQCRC1	0.101083277	0.325620628
SNAP23	0.100477173	0.670715996
SCAMP3	0.100129348	0.522476944
PHB2	0.099861231	0.629678252
PDE6D	0.099570345	0.374451579
PAFAH1B2	0.099523682	0.478851758
GOT1	0.099511481	0.438246384
NDUFB5	0.099186631	0.498502093
ZNF326	0.09907815	0.620398007
HMBS	0.098976182	0.703470624
SDF2L1	0.098753203	0.522225054
CARHSP1	0.098323554	0.482432764
STXBP1	0.098214069	0.533076218
REPS1	0.098132703	0.647122494
MRPL48	0.0970067	0.467735967
MRPL30	0.096512972	0.664198532
SUCLG2	0.096485282	0.599504544
SLC29A1	0.096351235	0.766872047
KNTC1	0.096238727	0.551094225
SLC2A1	0.096095386	0.731281982
UBE2G2	0.096087322	0.592703923
TBL2	0.096080604	0.439285669
SPTBN1	0.096057307	0.546760574
SMARCB1	0.096008422	0.491802342
RBM42	0.095783545	0.715066345
DNAJC7	0.095719467	0.560580705
TCP1	0.095614029	0.389512982
ARPC5	0.095446551	0.291856312
SLC35E1	0.095438437	0.766174354
B3GAT3	0.095094156	0.847097134
YWHAB	0.094977681	0.397368846
FARSA	0.094836433	0.403832995
TPRG1L	0.094740094	0.770353264
NEU1	0.094725146	0.730885016
EMC9	0.09469351	0.733576505
NECAP2	0.094687609	0.626918424
BCL2L13	0.094651399	0.668625689
IRF3	0.094607896	0.620093301
FBN1	0.094591027	0.844485086
SRPK1	0.094573684	0.390340564
YARS2	0.094321181	0.852294299
SEC11A	0.094314968	0.620182015
GPS1	0.094291786	0.444653145
PSMG1	0.094285977	0.622831509
LTN1	0.094247121	0.725806965
IMP3	0.094209773	0.675720992
NFIX	0.094209319	0.485707632
NOTCH2	0.094035627	0.61797438
TIMM44	0.093936715	0.596165396
MRPS6	0.093874145	0.736154111
HEXB	0.093669406	0.693522852
COQ9	0.093490692	0.599653384
PPP1R7	0.093356204	0.55926239
ZNF207	0.093296718	0.51623246
STAT6	0.093137229	0.669969292
OGFOD1	0.092985792	0.774037953
UBE3A	0.092938185	0.474104454
PRDX2	0.092905302	0.562683912
ADAR	0.092773702	0.543291191
SSR4	0.092697399	0.41303818
NANS	0.092520393	0.772295085
POLR1B	0.092520319	0.712684587
CBR1	0.092424598	0.60864045
PSMA1	0.092384276	0.358755219
SMAP1	0.092079017	0.749062789
KIAA0020	0.092057936	0.567836097
ACBD3	0.091570197	0.453863431
VDAC3	0.091505397	0.475361858
RHOJ	0.091433104	0.9824842
LANCL2	0.091430997	0.650108039
CDK6	0.091415864	0.558022172
AFG3L2	0.09114565	0.473653342
SLC7A11	0.09086174	0.845632496
CCDC58	0.090819906	0.404288401
FLOT2	0.090792739	0.688259433
PTPN11	0.09066841	0.506802897
NELFB	0.090319188	0.590432505
SLC25A10	0.090076675	0.430506749
PSMA6	0.089992497	0.525837439
SEC61A1	0.089921209	0.547847726
LRP1	0.08982785	0.625767445
WBP11	0.089763604	0.832254561
ZFR	0.089754649	0.609109918
PTGES3	0.0894296	0.714280863
MICAL2	0.088603604	0.402844758
PYCRL	0.0885916	0.814720301
MIF	0.088436429	0.402146366
GTPBP4	0.088277534	0.553023215
HDGFRP2	0.088175797	0.705950132
SLC30A7	0.088142139	0.854042183
TSSC1	0.088055074	0.426846789
ASCC3	0.087978692	0.747893576
ACO2	0.087974184	0.417053951
DAP3	0.087912526	0.488904722
RHEB	0.08780759	0.546673918
MRPS26	0.08780046	0.791144175
NDUFA4	0.087662481	0.682863962
EIF3M	0.087473791	0.31152947
SEPHS1	0.087434825	0.773505657
URGCP	0.087334887	0.768913543
POLR2E	0.086799422	0.691305397
NAA30	0.086596271	0.677207989
HGS	0.086561499	0.517762743
WASL	0.086511721	0.645306728
PBDC1	0.086414542	0.551754409
IKBKB	0.086413442	0.745277014
GOLGA4	0.086388918	0.570230422
SCYL2	0.086369584	0.527281323
PSMD8	0.08630223	0.369149777
ANXA6	0.086222662	0.297672184
ACBD5	0.086211865	0.84951859
NRBF2	0.086189538	0.749654912
PPIH	0.086126414	0.858184952
CD47	0.085951637	0.720391499
SLC25A17	0.08595042	0.858691751
PRKACG	0.085692776	0.81430001
DYNLT1	0.085597772	0.653371601
AGPS	0.085502076	0.277351067
KEAP1	0.085342572	0.667128518
RPL7	0.084732256	0.585425384
ARFIP2	0.084610561	0.759089264
PYCR2	0.084573092	0.662576546
IMMT	0.084482121	0.522333902
SNRPD3	0.084389799	0.545021727
SSRP1	0.084302596	0.694993673
FNTA	0.084293397	0.597980228
CUL2	0.084015408	0.70302228
BRK1	0.083998236	0.656070613
RASA3	0.083941139	0.713998482
TRMT5	0.083748769	0.692881225
GPI	0.08371499	0.589734173
GYS1	0.08368713	0.811219125
PML	0.083566261	0.789995433
FGFR1OP	0.08333187	0.84309966
ADAM9	0.083166074	0.705513997
MARS	0.083018282	0.337693457
PTPN12	0.083005708	0.583991619
PIGT	0.082927853	0.454512906
RUVBL2	0.08276378	0.518834708
ASAH1	0.082753871	0.816304532
AKTIP	0.082685492	0.984159735
WBP4	0.082608416	0.601610508
CEP170	0.082586086	0.609814619
CMC4	0.082477365	0.76040535
ADNP	0.082268716	0.733545753
SNX2	0.082260786	0.608856842
ANXA11	0.082163705	0.53357353
UBR1	0.08198407	0.747875407
ARHGEF7	0.081687496	0.42760012
MANF	0.081662581	0.351494437
ABCE1	0.081634068	0.364909214
MGME1	0.08151489	0.725034
EEF1A1	0.081504958	0.730816549
FLNC	0.081403957	0.810893362
RBP1	0.081361716	0.280247117
DHX36	0.081353099	0.43813643
NPC2	0.081272434	0.361219308
PEF1	0.081216881	0.703771435
UQCRB	0.080934228	0.635073749
SRM	0.080659047	0.526370843
GOT2	0.080252684	0.34213551
SAP30BP	0.080196258	0.681995027
ARPC1B	0.080146305	0.628020525
EIF4EBP2	0.080091012	0.811031369
SNRPD1	0.080048951	0.654418244
ASL	0.079987523	0.569602371
AATF	0.079722263	0.575987266
ZFP36L2	0.079697471	0.799455894
KIAA1671	0.079539294	0.683387207
HDHD1	0.079521179	0.764754035
VPS4B	0.079409715	0.422547787
TTC1	0.079394696	0.556905926
RPS7	0.079361547	0.554505005
PPP2R1B	0.078703517	0.811715294
SEC63	0.078502241	0.54111119
SMARCD3	0.078223525	0.770285469
GINS4	0.078173078	0.836290837
SSR3	0.078010338	0.798764346
ANKMY2	0.078000031	0.776029912
FIP1L1	0.07793887	0.288205168
RAB35	0.077403917	0.573690838
TSN	0.07719898	0.416833337
SDCBP	0.077123854	0.81341061
UGGT2	0.076931731	0.709397182
ACO1	0.076930702	0.853302227
OCC1	0.07679987	0.672817014
CRKL	0.076543148	0.694260211
NCAPH	0.076539668	0.748192702
PRPF40A	0.076491572	0.730230715
FKBP8	0.076314744	0.698584353
SCARB2	0.076021509	0.793822652
TRIM26	0.075853639	0.719705162
TMEM245	0.075745827	0.841351162
ACAP2	0.075718172	0.985494253
SLC25A3	0.075684	0.719213157
NT5C	0.075571956	0.82948956
RPAP3	0.0754342	0.391151692
ZC3H18	0.075422326	0.714206263
MRPL32	0.075077296	0.675430493
PIN1	0.075027593	0.462659983
HAGH	0.074971601	0.820584562
OVCA2	0.0748729	0.305268777
TRIM32	0.074642041	0.732871745
XPNPEP1	0.074365852	0.442679151
LAMB2	0.074358625	0.876377214
CDK11B;CDK11A	0.074234782	0.740976214
UBE2O	0.073877619	0.520866278
BRAT1	0.073703174	0.690693397
RPL3	0.073545293	0.617099686
UBA7	0.07345769	0.713661865
KPNA6;KPNA5	0.073434241	0.753974524
FKBP3	0.073370117	0.480374565
MRPL13	0.073299355	0.665153335
SMAD3	0.073295365	0.864524811
EIF3F	0.073292065	0.5022613
SIN3A	0.073274877	0.796366192
CARS	0.073252368	0.530377499
SRXN1	0.073060661	0.671139639
RPS6KA3	0.072976221	0.776562686
VPS11	0.072313661	0.615287802
ARMT1	0.072287391	0.515072104
BAIAP2	0.072135475	0.77267683
TCP11L1	0.071898632	0.87831437
SMPD4	0.071673754	0.315495899
GFPT1	0.07139288	0.76950181
SEC13	0.071188448	0.737007119
PDXK	0.071181512	0.657026743
QARS	0.071049248	0.484061029
HINT1	0.070859969	0.386872096
VCPIP1	0.070651949	0.676961292
MRPL39	0.070591436	0.559444445
TOR1AIP2	0.070253729	0.729409329
NT5DC1	0.070236591	0.694290642
CBLL1	0.070212098	0.797355408
USP47	0.069966532	0.762424638
PTRH2	0.069912618	0.677338806
SAR1A	0.069862576	0.752119349
LGALS1	0.069620829	0.616336355
ATP6V1D	0.069605347	0.830686874
KIAA1429	0.069587135	0.753030572
COPB1	0.06947985	0.593203894
ELTD1	0.069300301	0.813542424
STK17B	0.069292455	0.757904836
PHB	0.06916841	0.304970171
ASNS	0.069157197	0.782923897
ELP2	0.068898011	0.659578499
GBF1	0.068858931	0.727003422
HSPA4L	0.068614902	0.862704423
TARS	0.068413274	0.323728082
UFL1	0.068339116	0.573623748
NEUROD4	0.068123221	0.559135112
COX6B1	0.06787587	0.738193922
LETM1	0.067549707	0.488425183
MRPS23	0.067469287	0.778275046
ATAD3B	0.067461156	0.802817774
COPS3	0.06723592	0.714986752
SCRIB	0.0670257	0.648141626
SHC1	0.067024861	0.817408608
KIAA1468	0.066964404	0.739284629
ALG3	0.066754865	0.791265777
2-Sep	0.066597025	0.531004629
NDUFS3	0.066542161	0.654063035
UBXN7	0.066398988	0.637541771
TNKS1BP1	0.06639089	0.42143036
SH3GLB1	0.065953691	0.678019276
RAB11B	0.065768194	0.650420162
PCMT1	0.06550206	0.794693778
AP3B1	0.065471533	0.662758752
CSTF3	0.065328421	0.724778708
GMPPA	0.065008883	0.285187733
PPP1R8	0.064986988	0.683911657
STIM1	0.064736276	0.552801455
SNRPA	0.06472157	0.796977044
NDUFB9	0.064678352	0.697107749
MMS19	0.064651454	0.495890871
SLC16A3	0.06462336	0.722513698
ACIN1	0.064601712	0.58038093
RIC8A	0.064438082	0.738985072
MGEA5	0.064287793	0.805865391
CLTC	0.064176494	0.65387478
DNAJC13	0.064107746	0.644738562
GART	0.063903842	0.539251765
DHX30	0.063574716	0.433199765
CHMP1A	0.063553518	0.983356788
ENAH	0.063397871	0.772260497
NLRX1	0.063301541	0.987872846
HSPB8	0.06328904	0.987875163
TAB1	0.063282695	0.764972229
RUVBL1	0.063248066	0.339866796
COG2	0.063220782	0.623933127
RDX	0.063162475	0.447404491
SPTAN1	0.06308892	0.650646657
GPX8	0.062933318	0.776926019
CLN6	0.062881135	0.77685715
VKORC1	0.062858113	0.840525687
PABPC1;PABPC3	0.062832628	0.710126155
ACTL6A	0.062785862	0.865778093
TPD52L2	0.062718361	0.667260589
LCMT1	0.062428359	0.923132898
PLOD3	0.062405729	0.773292642
RPS5	0.062369117	0.427250675
YWHAZ	0.062187485	0.353248531
NACA	0.062143627	0.654212181
DOCK7	0.062021309	0.374997147
TCERG1	0.062001121	0.70887562
CCDC176	0.061937349	0.78622176
BAG6	0.061745848	0.686940184
HDDC2	0.061699389	0.835480908
RPL8	0.061650247	0.701573336
B4GALT4	0.061619901	0.779222412
DDT;DDTL	0.06157743	0.692490614
PSMC5	0.061556808	0.75813871
RBM10	0.061419447	0.694191951
BLMH	0.061344958	0.770337736
EEF1E1	0.061264939	0.670035717
PPP4C	0.061058617	0.725483461
PSMD14	0.060843749	0.770667469
PSMC1	0.060780779	0.70538377
FAU	0.060727649	0.701220857
COMMD5	0.060725076	0.983800596
UHRF2	0.060535632	0.720376144
COG4	0.060513941	0.690387949
IFT27	0.060497205	0.688730654
UQCRC2	0.060490384	0.271919693
NUDC	0.060226269	0.793733738
CCNY	0.060131288	0.554328803
RAVER1	0.059968534	0.739602495
YME1L1	0.059878526	0.784392735
TWF1	0.059630314	0.734913968
MPDZ	0.059562876	0.821507493
UBA3	0.059420896	0.515793424
VAMP7	0.059355793	0.824371951
RIF1	0.0591078	0.864421662
RPS17	0.059009459	0.689481394
ADA	0.05889022	0.863946653
C12orf29	0.058700227	0.66989371
MRPL23	0.058681959	0.786218431
CHERP	0.058632812	0.597866885
ETNK1	0.058381731	0.790209893
NPM1	0.058274475	0.847550983
RAB10	0.058164049	0.378533673
COL4A2	0.058097901	0.893796695
BRIX1	0.057944843	0.808781131
UBA1	0.057674443	0.540890652
SARNP	0.057497365	0.768136261
C16orf62	0.057375214	0.645424038
IL6ST	0.057295036	0.728424001
SNX4	0.057083535	0.664224605
RPN2	0.056989546	0.55126144
ARHGAP5	0.056726701	0.896507716
POLR2C	0.056695685	0.824256989
MOV10	0.056642621	0.742584768
PPP2R5D	0.056623651	0.806128932
AGO2	0.056572745	0.829899517
PES1	0.056546124	0.759236409
PSME2	0.056403488	0.833803072
AP2A1	0.05634236	0.532356025
RBM38;RBM24	0.056207083	0.921144287
RPSA	0.056194041	0.607838531
DERA	0.056143674	0.705646872
CSTB	0.056133092	0.598368934
FBXL18	0.056030207	0.826281989
TLDC1	0.055722224	0.647134401
SCFD2	0.055570617	0.775144632
HSP90AB2P	0.055543351	0.749114582
VAPA	0.055512418	0.753542713
EHMT2	0.055480732	0.722141258
GORASP2	0.05544066	0.62892436
PDCD6IP	0.055353918	0.73273321
LARP7	0.055312991	0.80548483
GULP1	0.055080447	0.952903561
CBL	0.055056808	0.821694406
ZW10	0.05502638	0.709250062
RSF1	0.054820541	0.802093089
EIF3K	0.054750007	0.834449216
IVD	0.054545925	0.812190165
NMT1	0.054520064	0.496062764
JAGN1	0.054399636	0.803359106
OCIAD1	0.0543872	0.630275362
IFT22	0.054280179	0.860064806
PSMB6	0.054264777	0.65182923
L3HYPDH	0.054199228	0.874580323
ATP6V1A	0.054012571	0.835357651
MRPL33	0.054001586	0.874912618
TCEB2	0.053916282	0.462229122
BCAP29	0.053824866	0.77576038
PRDX3	0.053746355	0.552557825
CHAMP1	0.053613681	0.784640698
CTTNBP2NL	0.053275226	0.819106452
CLPTM1L	0.053234019	0.791958712
UBR4	0.053093233	0.481426813
TMX3	0.052835136	0.549909141
PWP1	0.052736399	0.669179091
PA2G4	0.052697965	0.761889559
TAX1BP3	0.052681546	0.75257474
KCNMA1	0.052645548	0.853054417
TBL3	0.052264591	0.50510373
SNRNP70	0.052215018	0.689266594
RPS19	0.052192059	0.432349888
G3BP1	0.051855728	0.499838554
NDUFAB1	0.051657255	0.785147029
SPAG9	0.051563087	0.724822074
MRC2	0.051229677	0.850881243
IDH3G	0.051188295	0.738631816
LIPA	0.051071727	0.512375383
MTOR	0.051048978	0.615521884
WDR6	0.05089887	0.854026832
PPT1	0.050897239	0.747257121
PSMC3	0.050667121	0.754094544
NSF	0.050635081	0.840881357
WDR5	0.050358641	0.799308127
PDHA1	0.050138147	0.63404677
ATP2A2	0.049998616	0.751248169
SCRN1	0.049809167	0.773503872
IGF2R	0.049739878	0.857637626
HNRNPAB	0.049534931	0.744135966
HSP90AB1	0.048961067	0.716090569
FLYWCH2	0.048794243	0.990651934
NUP205	0.048714021	0.810400485
YBX3	0.048677578	0.680426767
MRPS30	0.048630847	0.86448811
LDHB	0.048564636	0.391215643
CTBP1	0.048456454	0.801089247
ABCC1	0.048442929	0.811889519
KPNB1	0.048438618	0.698744378
RPL4	0.048158175	0.753497515
POM121;POM121C	0.048111463	0.889279568
PRPF38A	0.048028702	0.939431104
CHCHD2;CHCHD2P9	0.047990635	0.919413825
CLPTM1	0.047917277	0.779296013
ECM29	0.047841997	0.646470692
MRPS34	0.047503711	0.814171537
SEC23B	0.047392448	0.834230416
TYSND1	0.047254478	0.87454429
PPAN	0.047131089	0.990970547
EIF2B5	0.046999876	0.773155702
C14orf166	0.046921317	0.497670368
ETFA	0.046663463	0.651097759
BABAM1	0.046572745	0.742321387
SLC1A5	0.046366617	0.856691006
P4HA1	0.046334294	0.880497784
SCYL3	0.046298487	0.632487331
PEX14	0.0460486	0.777679453
TWF2	0.04582483	0.697332958
S100A13	0.045769766	0.778735384
NOP10	0.045573354	0.915935265
RPN1	0.045530956	0.393464559
SLC25A1	0.045464565	0.884892308
NARS	0.045267314	0.78036923
RPS29	0.045205966	0.840273912
CCT8	0.04483638	0.717381063
DDX39A	0.044811691	0.812037591
ACADSB	0.044780237	0.823538895
ARHGAP35	0.044654927	0.819958839
FNBP1	0.044403252	0.991493123
FAM50A	0.044111846	0.766013412
NUTF2	0.044054159	0.864887178
SCAMP4	0.044006957	0.757731447
DYNC1LI1	0.044000897	0.785025884
BID	0.043937229	0.843991707
APMAP	0.043925692	0.744413244
ARL3	0.0436658	0.749253263
TRAP1	0.043522069	0.744255987
HNRNPH3	0.043375659	0.850386809
FAM96B	0.043290252	0.767018521
CSDE1	0.04327975	0.451117062
CRK	0.043209847	0.669458451
TBC1D13	0.043190114	0.816649316
SF3B2	0.043181808	0.844415677
ELAC2	0.043064471	0.843440113
CS	0.042971886	0.547679548
DRG2	0.04285946	0.780285641
YARS	0.042856751	0.579034805
PGRMC1	0.042849933	0.701765749
RIPK1	0.042834553	0.700271495
RBM8A	0.042612529	0.875253585
ERC1	0.042599192	0.773889619
PDCD10	0.042273528	0.878251473
DCBLD2	0.04220519	0.857980891
TEX10	0.042092169	0.67892714
CCDC86	0.041719472	0.865402296
DDX56	0.041681511	0.793679313
SLC12A4	0.04147802	0.868884201
HOOK3	0.041429146	0.54216399
OAS3	0.041241398	0.988993398
BANF1	0.041219523	0.835986809
RARS	0.041207079	0.756497441
MAP2K2	0.041114295	0.674541788
TOR1AIP1	0.040962153	0.67407903
SLC25A22;SLC25A18	0.040773769	0.905890736
MBOAT7	0.040575607	0.81070605
PDCD5	0.040558734	0.881162102
SEC14L2	0.040519867	0.841915594
UROD	0.040465005	0.855678263
HEXIM1	0.040413728	0.70626456
ATP1A1	0.040317736	0.807335682
RBBP5	0.04025257	0.856900087
TFCP2	0.040167813	0.885510854
HDAC7	0.040150155	0.886273032
KIAA2013	0.040120305	0.781674113
RPL23A	0.040113147	0.818373091
AIMP1	0.04004878	0.799873676
C1GALT1C1	0.039525431	0.832157564
ACLY	0.039509525	0.740156006
TGFB2	0.039498234	0.934042216
PARN	0.039496343	0.938922715
PIP4K2C	0.039450006	0.904692724
ACADM	0.039437175	0.714223095
TRIO	0.039272558	0.706161647
NR2C2AP	0.039166789	0.917060392
TCEAL4	0.039109407	0.874311631
PLAU	0.039004292	0.92661252
SLC3A2	0.038975954	0.814221217
NUDT5	0.038908566	0.786751491
PSMF1	0.038781935	0.864041161
TRMT112	0.038735979	0.790859806
NEDD1	0.038565901	0.692989632
PPIA	0.038509016	0.819423403
STAG1	0.038447263	0.919367463
COA3	0.038415985	0.900115709
TCEB1	0.038359625	0.74258555
AKT1S1	0.038098624	0.860364506
ATIC	0.038092051	0.514009206
NUP153	0.037963488	0.751324832
RPS6	0.037929986	0.767821649
SCCPDH	0.03758591	0.775252519
SF3B4	0.037511286	0.745292953
NUDT2	0.037500443	0.804208566
NOL6	0.03739172	0.66951252
SPATA5L1	0.037201306	0.733290909
RAB34	0.036970862	0.878745715
DHX16	0.036958304	0.90074697
MRI1	0.036784917	0.903739585
ACTR3	0.036571547	0.690585599
TSC22D1	0.036510065	0.954082628
RAB2B	0.036440054	0.885392358
UNK	0.036421493	0.993022247
MAP1A	0.036410135	0.924536779
RAB14	0.036312948	0.858898793
THAP11	0.03622593	0.888961421
MRPS33	0.03614764	0.562911098
PURB	0.036077798	0.735177971
CLGN	0.036016992	0.909845386
KTN1	0.035843374	0.677567143
SMAD2	0.035814196	0.789562886
MCM3AP	0.035787837	0.9135327
NUP50	0.035721019	0.888223622
SF3B6	0.035503381	0.880886448
ETHE1	0.035462146	0.908866165
ZNF330	0.035277162	0.913700199
EXOC7	0.035252273	0.770057746
STXBP3	0.035041118	0.701288718
GPKOW	0.0350271	0.851375689
DDX39B	0.034915528	0.861734029
CAPNS1	0.034895865	0.874809586
LAP3	0.034518574	0.616782258
UCHL3	0.034398643	0.825893773
HMOX1	0.034377742	0.919739883
ATP5A1	0.033932168	0.740064554
TUBGCP3	0.033760169	0.827261902
CRYZ	0.033462614	0.857127492
AVEN	0.033441331	0.465602901
DIMT1	0.033375984	0.910305223
PNN	0.033302851	0.913770099
DERL1	0.033257941	0.775303241
POLR2A	0.033182052	0.84559658
CSNK2A2	0.032952104	0.55817565
ANKRD13A	0.032923202	0.869618802
RAB27A	0.032782924	0.877180934
VAC14	0.032742951	0.76001379
RAP1GDS1	0.032624045	0.821933714
BPNT1	0.032510865	0.834431809
RPL22L1	0.032388729	0.839895379
POLR2D	0.032382186	0.924070935
UBE2K	0.032362623	0.903880588
AHCYL1;AHCYL2	0.032358018	0.846418005
PPIB	0.032314883	0.878746327
RBM12B	0.032254574	0.536824234
UCHL1	0.032196662	0.916395289
PDP1	0.032182626	0.863941559
NHLRC2	0.031978254	0.837645204
RECQL	0.031869385	0.713573628
DOPEY2	0.031745071	0.926294442
TBC1D2	0.031650087	0.86655306
RBM39	0.031475901	0.853004238
FAM162A	0.031410712	0.86983508
MRPL45	0.031180134	0.874258271
CIRH1A	0.031113173	0.839287805
NCDN	0.03106024	0.880492648
HDHD2	0.030897188	0.92243153
PSMA4	0.030856626	0.812091786
VPS35	0.030720763	0.682873687
GBAS	0.030708888	0.837896476
PSMD4	0.030640203	0.772437002
SMAD5;SMAD1	0.030588798	0.903125996
CDC37	0.030492021	0.861053476
PGM2	0.030347654	0.834203321
CCT2	0.029995596	0.764630958
ALG12	0.029791431	0.844582151
IQGAP1	0.029779566	0.796244531
NFYC	0.02954596	0.892242001
ACADVL	0.02949124	0.891466889
ECHDC1	0.029425981	0.820040478
TIMM8A	0.029387908	0.937255158
ARPC5L	0.029310403	0.759362681
POLR2B	0.0291697	0.880865499
FAM20C	0.029114684	0.94594072
RRS1	0.028968631	0.848059457
COPG1	0.02888067	0.857729677
MGAT1	0.028778954	0.920895444
PSMA7	0.028755979	0.832638121
PSIP1	0.028616446	0.915959451
PBLD	0.028601026	0.967399428
RFC5	0.028572344	0.873710568
NUMBL	0.028528412	0.895258546
PHAX	0.028426031	0.896749292
TMED10	0.028390184	0.893425537
METTL14	0.02834954	0.875751622
HADH	0.028329656	0.918055471
CSE1L	0.027956673	0.843182547
GRHPR	0.027595188	0.587009063
TMED7	0.027300981	0.876248585
NCAPG	0.027090378	0.920250374
